Country ISO,Country,Section,Question,Description,Value,Unit
GRC,Greece,Occupation Group,Q4. Employed (Full-Time),Full-time employee,46.61,%
AUS,Australia,Occupation Group,Q4. Employed (Part-Time),Part-time employee,17.01,%
BGD,Bangladesh,Occupation Group,Q4. Employed (Part-Time),Part-time employee,6.3,%
BRA,Brazil,Occupation Group,Q4. Employed (Part-Time),Part-time employee,4.64,%
CHN,China,Occupation Group,Q4. Employed (Part-Time),Part-time employee,5.95,%
COM,Comoros,Occupation Group,Q4. Employed (Part-Time),Part-time employee,16.13,%
DEU,Germany,Occupation Group,Q4. Employed (Part-Time),Part-time employee,10.59,%
EGY,Egypt,Occupation Group,Q4. Employed (Part-Time),Part-time employee,5.28,%
FJI,Fiji,Occupation Group,Q4. Employed (Part-Time),Part-time employee,9.18,%
GRC,Greece,Occupation Group,Q4. Employed (Part-Time),Part-time employee,5.46,%
AUS,Australia,Occupation Group,Q4. Self-employed,Self-employed,25.52,%
BGD,Bangladesh,Occupation Group,Q4. Self-employed,Self-employed,1.84,%
BRA,Brazil,Occupation Group,Q4. Self-employed,Self-employed,12.84,%
CHN,China,Occupation Group,Q4. Self-employed,Self-employed,19.81,%
COM,Comoros,Occupation Group,Q4. Self-employed,Self-employed,1.66,%
DEU,Germany,Occupation Group,Q4. Self-employed,Self-employed,25.54,%
EGY,Egypt,Occupation Group,Q4. Self-employed,Self-employed,4.92,%
FJI,Fiji,Occupation Group,Q4. Self-employed,Self-employed,5.94,%
GRC,Greece,Occupation Group,Q4. Self-employed,Self-employed,15.97,%
AUS,Australia,Occupation Group,Q4. Unemployed,Unemployed,8.71,%
BGD,Bangladesh,Occupation Group,Q4. Unemployed,Unemployed,9.02,%
BRA,Brazil,Occupation Group,Q4. Unemployed,Unemployed,24.65,%
CHN,China,Occupation Group,Q4. Unemployed,Unemployed,1.81,%
COM,Comoros,Occupation Group,Q4. Unemployed,Unemployed,26.01,%
DEU,Germany,Occupation Group,Q4. Unemployed,Unemployed,5.55,%
EGY,Egypt,Occupation Group,Q4. Unemployed,Unemployed,25.66,%
FJI,Fiji,Occupation Group,Q4. Unemployed,Unemployed,10.42,%
GRC,Greece,Occupation Group,Q4. Unemployed,Unemployed,12.71,%
AUS,Australia,Occupation Group,Q4. Retired,Retired,3.69,%
BGD,Bangladesh,Occupation Group,Q4. Retired,Retired,14.15,%
BRA,Brazil,Occupation Group,Q4. Retired,Retired,8.43,%
CHN,China,Occupation Group,Q4. Retired,Retired,5.17,%
COM,Comoros,Occupation Group,Q4. Retired,Retired,11.4,%
DEU,Germany,Occupation Group,Q4. Retired,Retired,11.37,%
EGY,Egypt,Occupation Group,Q4. Retired,Retired,9.05,%
FJI,Fiji,Occupation Group,Q4. Retired,Retired,10.49,%
GRC,Greece,Occupation Group,Q4. Retired,Retired,5.12,%
AUS,Australia,Occupation Group,Q4. Student,Student,9.45,%
BGD,Bangladesh,Occupation Group,Q4. Student,Student,15.26,%
BRA,Brazil,Occupation Group,Q4. Student,Student,9.37,%
CHN,China,Occupation Group,Q4. Student,Student,6.28,%
COM,Comoros,Occupation Group,Q4. Student,Student,17.25,%
DEU,Germany,Occupation Group,Q4. Student,Student,3.28,%
EGY,Egypt,Occupation Group,Q4. Student,Student,9.94,%
FJI,Fiji,Occupation Group,Q4. Student,Student,26.36,%
GRC,Greece,Occupation Group,Q4. Student,Student,6.88,%
AUS,Australia,Occupation Group,Q4. Unpaid Worker,Unpaid worker,1.75,%
BGD,Bangladesh,Occupation Group,Q4. Unpaid Worker,Unpaid worker,31.61,%
BRA,Brazil,Occupation Group,Q4. Unpaid Worker,Unpaid worker,11.21,%
CHN,China,Occupation Group,Q4. Unpaid Worker,Unpaid worker,11.25,%
COM,Comoros,Occupation Group,Q4. Unpaid Worker,Unpaid worker,17.33,%
DEU,Germany,Occupation Group,Q4. Unpaid Worker,Unpaid worker,5.34,%
EGY,Egypt,Occupation Group,Q4. Unpaid Worker,Unpaid worker,37.8,%
FJI,Fiji,Occupation Group,Q4. Unpaid Worker,Unpaid worker,10.87,%
GRC,Greece,Occupation Group,Q4. Unpaid Worker,Unpaid worker,7.25,%
AUS,Australia,Disability Types,Q6. Severely limited,Severely limited,8.71,%
BGD,Bangladesh,Disability Types,Q6. Severely limited,Severely limited,15.25,%
BRA,Brazil,Disability Types,Q6. Severely limited,Severely limited,9.9,%
CHN,China,Disability Types,Q6. Severely limited,Severely limited,3.6,%
COM,Comoros,Disability Types,Q6. Severely limited,Severely limited,9.69,%
DEU,Germany,Disability Types,Q6. Severely limited,Severely limited,10.53,%
EGY,Egypt,Disability Types,Q6. Severely limited,Severely limited,19.51,%
FJI,Fiji,Disability Types,Q6. Severely limited,Severely limited,11.64,%
GRC,Greece,Disability Types,Q6. Severely limited,Severely limited,4.03,%
IDN,Indonesia,Disability Types,Q6. Severely limited,Severely limited,5.71,%
IND,India,Disability Types,Q6. Severely limited,Severely limited,23.29,%
JPN,Japan,Disability Types,Q6. Severely limited,Severely limited,2.95,%
KGZ,Kyrgyzstan,Disability Types,Q6. Severely limited,Severely limited,8.85,%
KOR,Republic of Korea,Disability Types,Q6. Severely limited,Severely limited,8.56,%
NGA,Nigeria,Disability Types,Q6. Severely limited,Severely limited,9.95,%
PAK,Pakistan,Disability Types,Q6. Severely limited,Severely limited,12.82,%
RUS,Russian Federation,Disability Types,Q6. Severely limited,Severely limited,10.69,%
TUN,Tunisia,Disability Types,Q6. Severely limited,Severely limited,16.42,%
TUR,Türkiye,Disability Types,Q6. Severely limited,Severely limited,5.63,%
USA,United States of America,Disability Types,Q6. Severely limited,Severely limited,3.98,%
ZAF,South Africa,Disability Types,Q6. Severely limited,Severely limited,9.42,%
AUS,Australia,Disability Types,Q6. Limited - but not severely,Limited - but not severely,27.2,%
BGD,Bangladesh,Disability Types,Q6. Limited - but not severely,Limited - but not severely,37.11,%
BRA,Brazil,Disability Types,Q6. Limited - but not severely,Limited - but not severely,16.44,%
CHN,China,Disability Types,Q6. Limited - but not severely,Limited - but not severely,27.5,%
COM,Comoros,Disability Types,Q6. Limited - but not severely,Limited - but not severely,26.6,%
DEU,Germany,Disability Types,Q6. Limited - but not severely,Limited - but not severely,36.39,%
EGY,Egypt,Disability Types,Q6. Limited - but not severely,Limited - but not severely,26.37,%
FJI,Fiji,Disability Types,Q6. Limited - but not severely,Limited - but not severely,35.06,%
GRC,Greece,Disability Types,Q6. Limited - but not severely,Limited - but not severely,14.76,%
IDN,Indonesia,Disability Types,Q6. Limited - but not severely,Limited - but not severely,27.94,%
IND,India,Disability Types,Q6. Limited - but not severely,Limited - but not severely,30.77,%
JPN,Japan,Disability Types,Q6. Limited - but not severely,Limited - but not severely,18.6,%
KGZ,Kyrgyzstan,Disability Types,Q6. Limited - but not severely,Limited - but not severely,25.22,%
KOR,Republic of Korea,Disability Types,Q6. Limited - but not severely,Limited - but not severely,30.76,%
NGA,Nigeria,Disability Types,Q6. Limited - but not severely,Limited - but not severely,28.64,%
PAK,Pakistan,Disability Types,Q6. Limited - but not severely,Limited - but not severely,19.64,%
RUS,Russian Federation,Disability Types,Q6. Limited - but not severely,Limited - but not severely,22.39,%
TUN,Tunisia,Disability Types,Q6. Limited - but not severely,Limited - but not severely,23.98,%
TUR,Türkiye,Disability Types,Q6. Limited - but not severely,Limited - but not severely,18.37,%
USA,United States of America,Disability Types,Q6. Limited - but not severely,Limited - but not severely,31.27,%
ZAF,South Africa,Disability Types,Q6. Limited - but not severely,Limited - but not severely,23.58,%
AUS,Australia,Disability Types,Q6. Not limited at all,Not limited at all,64.09,%
BGD,Bangladesh,Disability Types,Q6. Not limited at all,Not limited at all,47.64,%
BRA,Brazil,Disability Types,Q6. Not limited at all,Not limited at all,73.67,%
CHN,China,Disability Types,Q6. Not limited at all,Not limited at all,68.9,%
COM,Comoros,Disability Types,Q6. Not limited at all,Not limited at all,63.71,%
DEU,Germany,Disability Types,Q6. Not limited at all,Not limited at all,53.08,%
EGY,Egypt,Disability Types,Q6. Not limited at all,Not limited at all,54.12,%
FJI,Fiji,Disability Types,Q6. Not limited at all,Not limited at all,53.3,%
GRC,Greece,Disability Types,Q6. Not limited at all,Not limited at all,81.21,%
IDN,Indonesia,Disability Types,Q6. Not limited at all,Not limited at all,66.35,%
IND,India,Disability Types,Q6. Not limited at all,Not limited at all,45.95,%
JPN,Japan,Disability Types,Q6. Not limited at all,Not limited at all,78.46,%
KGZ,Kyrgyzstan,Disability Types,Q6. Not limited at all,Not limited at all,65.94,%
KOR,Republic of Korea,Disability Types,Q6. Not limited at all,Not limited at all,60.68,%
NGA,Nigeria,Disability Types,Q6. Not limited at all,Not limited at all,61.41,%
PAK,Pakistan,Disability Types,Q6. Not limited at all,Not limited at all,67.54,%
RUS,Russian Federation,Disability Types,Q6. Not limited at all,Not limited at all,66.92,%
TUN,Tunisia,Disability Types,Q6. Not limited at all,Not limited at all,59.61,%
TUR,Türkiye,Disability Types,Q6. Not limited at all,Not limited at all,75.99,%
USA,United States of America,Disability Types,Q6. Not limited at all,Not limited at all,64.75,%
ZAF,South Africa,Disability Types,Q6. Not limited at all,Not limited at all,67,%
AUS,Australia,AI Interaction Frequency,Q10. Interaction with AI: Never,Interaction with AI: Never,39.22,%
BGD,Bangladesh,AI Interaction Frequency,Q10. Interaction with AI: Never,Interaction with AI: Never,44.03,%
BRA,Brazil,AI Interaction Frequency,Q10. Interaction with AI: Never,Interaction with AI: Never,32.63,%
CHN,China,AI Interaction Frequency,Q10. Interaction with AI: Never,Interaction with AI: Never,20.81,%
COM,Comoros,AI Interaction Frequency,Q10. Interaction with AI: Never,Interaction with AI: Never,41.21,%
DEU,Germany,AI Interaction Frequency,Q10. Interaction with AI: Never,Interaction with AI: Never,30.05,%
EGY,Egypt,AI Interaction Frequency,Q10. Interaction with AI: Never,Interaction with AI: Never,64.64,%
FJI,Fiji,AI Interaction Frequency,Q10. Interaction with AI: Never,Interaction with AI: Never,26.5,%
GRC,Greece,AI Interaction Frequency,Q10. Interaction with AI: Never,Interaction with AI: Never,45.32,%
IDN,Indonesia,AI Interaction Frequency,Q10. Interaction with AI: Never,Interaction with AI: Never,11.75,%
IND,India,AI Interaction Frequency,Q10. Interaction with AI: Never,Interaction with AI: Never,38.85,%
JPN,Japan,AI Interaction Frequency,Q10. Interaction with AI: Never,Interaction with AI: Never,24.72,%
KGZ,Kyrgyzstan,AI Interaction Frequency,Q10. Interaction with AI: Never,Interaction with AI: Never,54.55,%
KOR,Republic of Korea,AI Interaction Frequency,Q10. Interaction with AI: Never,Interaction with AI: Never,28.87,%
NGA,Nigeria,AI Interaction Frequency,Q10. Interaction with AI: Never,Interaction with AI: Never,40.97,%
PAK,Pakistan,AI Interaction Frequency,Q10. Interaction with AI: Never,Interaction with AI: Never,32.93,%
RUS,Russian Federation,AI Interaction Frequency,Q10. Interaction with AI: Never,Interaction with AI: Never,56.33,%
TUN,Tunisia,AI Interaction Frequency,Q10. Interaction with AI: Never,Interaction with AI: Never,31.9,%
TUR,Türkiye,AI Interaction Frequency,Q10. Interaction with AI: Never,Interaction with AI: Never,47.9,%
USA,United States of America,AI Interaction Frequency,Q10. Interaction with AI: Never,Interaction with AI: Never,34.88,%
ZAF,South Africa,AI Interaction Frequency,Q10. Interaction with AI: Never,Interaction with AI: Never,16.47,%
AUS,Australia,AI Interaction Frequency,Q10. Interaction with AI: Once a month or less,Interaction with AI: Once a month or less,24.41,%
BGD,Bangladesh,AI Interaction Frequency,Q10. Interaction with AI: Once a month or less,Interaction with AI: Once a month or less,22.84,%
BRA,Brazil,AI Interaction Frequency,Q10. Interaction with AI: Once a month or less,Interaction with AI: Once a month or less,19.4,%
CHN,China,AI Interaction Frequency,Q10. Interaction with AI: Once a month or less,Interaction with AI: Once a month or less,41.84,%
COM,Comoros,AI Interaction Frequency,Q10. Interaction with AI: Once a month or less,Interaction with AI: Once a month or less,15.81,%
DEU,Germany,AI Interaction Frequency,Q10. Interaction with AI: Once a month or less,Interaction with AI: Once a month or less,31.63,%
EGY,Egypt,AI Interaction Frequency,Q10. Interaction with AI: Once a month or less,Interaction with AI: Once a month or less,11.5,%
FJI,Fiji,AI Interaction Frequency,Q10. Interaction with AI: Once a month or less,Interaction with AI: Once a month or less,23.37,%
GRC,Greece,AI Interaction Frequency,Q10. Interaction with AI: Once a month or less,Interaction with AI: Once a month or less,31.95,%
IDN,Indonesia,AI Interaction Frequency,Q10. Interaction with AI: Once a month or less,Interaction with AI: Once a month or less,58.67,%
IND,India,AI Interaction Frequency,Q10. Interaction with AI: Once a month or less,Interaction with AI: Once a month or less,22.83,%
JPN,Japan,AI Interaction Frequency,Q10. Interaction with AI: Once a month or less,Interaction with AI: Once a month or less,23.44,%
KGZ,Kyrgyzstan,AI Interaction Frequency,Q10. Interaction with AI: Once a month or less,Interaction with AI: Once a month or less,13.71,%
KOR,Republic of Korea,AI Interaction Frequency,Q10. Interaction with AI: Once a month or less,Interaction with AI: Once a month or less,30.85,%
NGA,Nigeria,AI Interaction Frequency,Q10. Interaction with AI: Once a month or less,Interaction with AI: Once a month or less,20.04,%
PAK,Pakistan,AI Interaction Frequency,Q10. Interaction with AI: Once a month or less,Interaction with AI: Once a month or less,22.48,%
RUS,Russian Federation,AI Interaction Frequency,Q10. Interaction with AI: Once a month or less,Interaction with AI: Once a month or less,16.28,%
TUN,Tunisia,AI Interaction Frequency,Q10. Interaction with AI: Once a month or less,Interaction with AI: Once a month or less,15.66,%
TUR,Türkiye,AI Interaction Frequency,Q10. Interaction with AI: Once a month or less,Interaction with AI: Once a month or less,19.35,%
USA,United States of America,AI Interaction Frequency,Q10. Interaction with AI: Once a month or less,Interaction with AI: Once a month or less,32.56,%
ZAF,South Africa,AI Interaction Frequency,Q10. Interaction with AI: Once a month or less,Interaction with AI: Once a month or less,24.1,%
AUS,Australia,AI Interaction Frequency,Q10. Interaction with AI: Once a week,Interaction with AI: Once a week,14.39,%
BGD,Bangladesh,AI Interaction Frequency,Q10. Interaction with AI: Once a week,Interaction with AI: Once a week,11.2,%
BRA,Brazil,AI Interaction Frequency,Q10. Interaction with AI: Once a week,Interaction with AI: Once a week,16,%
CHN,China,AI Interaction Frequency,Q10. Interaction with AI: Once a week,Interaction with AI: Once a week,24.4,%
COM,Comoros,AI Interaction Frequency,Q10. Interaction with AI: Once a week,Interaction with AI: Once a week,23.45,%
DEU,Germany,AI Interaction Frequency,Q10. Interaction with AI: Once a week,Interaction with AI: Once a week,15.86,%
EGY,Egypt,AI Interaction Frequency,Q10. Interaction with AI: Once a week,Interaction with AI: Once a week,10.69,%
FJI,Fiji,AI Interaction Frequency,Q10. Interaction with AI: Once a week,Interaction with AI: Once a week,21.01,%
GRC,Greece,AI Interaction Frequency,Q10. Interaction with AI: Once a week,Interaction with AI: Once a week,8.97,%
IDN,Indonesia,AI Interaction Frequency,Q10. Interaction with AI: Once a week,Interaction with AI: Once a week,19.28,%
IND,India,AI Interaction Frequency,Q10. Interaction with AI: Once a week,Interaction with AI: Once a week,19.65,%
JPN,Japan,AI Interaction Frequency,Q10. Interaction with AI: Once a week,Interaction with AI: Once a week,24.19,%
KGZ,Kyrgyzstan,AI Interaction Frequency,Q10. Interaction with AI: Once a week,Interaction with AI: Once a week,11.09,%
KOR,Republic of Korea,AI Interaction Frequency,Q10. Interaction with AI: Once a week,Interaction with AI: Once a week,19.64,%
NGA,Nigeria,AI Interaction Frequency,Q10. Interaction with AI: Once a week,Interaction with AI: Once a week,13.59,%
PAK,Pakistan,AI Interaction Frequency,Q10. Interaction with AI: Once a week,Interaction with AI: Once a week,24.52,%
RUS,Russian Federation,AI Interaction Frequency,Q10. Interaction with AI: Once a week,Interaction with AI: Once a week,11.39,%
TUN,Tunisia,AI Interaction Frequency,Q10. Interaction with AI: Once a week,Interaction with AI: Once a week,15.45,%
TUR,Türkiye,AI Interaction Frequency,Q10. Interaction with AI: Once a week,Interaction with AI: Once a week,11.39,%
USA,United States of America,AI Interaction Frequency,Q10. Interaction with AI: Once a week,Interaction with AI: Once a week,13.52,%
ZAF,South Africa,AI Interaction Frequency,Q10. Interaction with AI: Once a week,Interaction with AI: Once a week,17.63,%
AUS,Australia,AI Interaction Frequency,Q10. Interaction with AI: More than once a week,Interaction with AI: More than once a week,21.99,%
BGD,Bangladesh,AI Interaction Frequency,Q10. Interaction with AI: More than once a week,Interaction with AI: More than once a week,21.92,%
BRA,Brazil,AI Interaction Frequency,Q10. Interaction with AI: More than once a week,Interaction with AI: More than once a week,31.97,%
CHN,China,AI Interaction Frequency,Q10. Interaction with AI: More than once a week,Interaction with AI: More than once a week,12.95,%
COM,Comoros,AI Interaction Frequency,Q10. Interaction with AI: More than once a week,Interaction with AI: More than once a week,19.53,%
DEU,Germany,AI Interaction Frequency,Q10. Interaction with AI: More than once a week,Interaction with AI: More than once a week,22.46,%
EGY,Egypt,AI Interaction Frequency,Q10. Interaction with AI: More than once a week,Interaction with AI: More than once a week,13.17,%
FJI,Fiji,AI Interaction Frequency,Q10. Interaction with AI: More than once a week,Interaction with AI: More than once a week,29.11,%
GRC,Greece,AI Interaction Frequency,Q10. Interaction with AI: More than once a week,Interaction with AI: More than once a week,13.75,%
IDN,Indonesia,AI Interaction Frequency,Q10. Interaction with AI: More than once a week,Interaction with AI: More than once a week,10.3,%
IND,India,AI Interaction Frequency,Q10. Interaction with AI: More than once a week,Interaction with AI: More than once a week,18.67,%
JPN,Japan,AI Interaction Frequency,Q10. Interaction with AI: More than once a week,Interaction with AI: More than once a week,27.65,%
KGZ,Kyrgyzstan,AI Interaction Frequency,Q10. Interaction with AI: More than once a week,Interaction with AI: More than once a week,20.65,%
KOR,Republic of Korea,AI Interaction Frequency,Q10. Interaction with AI: More than once a week,Interaction with AI: More than once a week,20.64,%
NGA,Nigeria,AI Interaction Frequency,Q10. Interaction with AI: More than once a week,Interaction with AI: More than once a week,25.39,%
PAK,Pakistan,AI Interaction Frequency,Q10. Interaction with AI: More than once a week,Interaction with AI: More than once a week,20.08,%
RUS,Russian Federation,AI Interaction Frequency,Q10. Interaction with AI: More than once a week,Interaction with AI: More than once a week,16,%
TUN,Tunisia,AI Interaction Frequency,Q10. Interaction with AI: More than once a week,Interaction with AI: More than once a week,36.98,%
TUR,Türkiye,AI Interaction Frequency,Q10. Interaction with AI: More than once a week,Interaction with AI: More than once a week,21.35,%
USA,United States of America,AI Interaction Frequency,Q10. Interaction with AI: More than once a week,Interaction with AI: More than once a week,19.04,%
ZAF,South Africa,AI Interaction Frequency,Q10. Interaction with AI: More than once a week,Interaction with AI: More than once a week,41.8,%
IND,India,AI Impact,Q21. Increase productivity: Very Unlikely,AI will increase productivity: Very Unlikely,8.83,%
JPN,Japan,AI Impact,Q21. Increase productivity: Very Unlikely,AI will increase productivity: Very Unlikely,13.02,%
KGZ,Kyrgyzstan,AI Impact,Q21. Increase productivity: Very Unlikely,AI will increase productivity: Very Unlikely,6.23,%
KOR,Republic of Korea,AI Impact,Q21. Increase productivity: Very Unlikely,AI will increase productivity: Very Unlikely,6.76,%
NGA,Nigeria,AI Impact,Q21. Increase productivity: Very Unlikely,AI will increase productivity: Very Unlikely,10.65,%
PAK,Pakistan,AI Impact,Q21. Increase productivity: Very Unlikely,AI will increase productivity: Very Unlikely,12.83,%
RUS,Russian Federation,AI Impact,Q21. Increase productivity: Very Unlikely,AI will increase productivity: Very Unlikely,21.67,%
TUN,Tunisia,AI Impact,Q21. Increase productivity: Very Unlikely,AI will increase productivity: Very Unlikely,5.57,%
TUR,Türkiye,AI Impact,Q21. Increase productivity: Very Unlikely,AI will increase productivity: Very Unlikely,27.38,%
USA,United States of America,AI Impact,Q21. Increase productivity: Very Unlikely,AI will increase productivity: Very Unlikely,17.98,%
ZAF,South Africa,AI Impact,Q21. Increase productivity: Very Unlikely,AI will increase productivity: Very Unlikely,14.63,%
IND,India,AI Impact,Q21. Increase productivity: Unlikely,AI will increase productivity: Unlikely,7.74,%
JPN,Japan,AI Impact,Q21. Increase productivity: Unlikely,AI will increase productivity: Unlikely,25.49,%
KGZ,Kyrgyzstan,AI Impact,Q21. Increase productivity: Unlikely,AI will increase productivity: Unlikely,10.19,%
KOR,Republic of Korea,AI Impact,Q21. Increase productivity: Unlikely,AI will increase productivity: Unlikely,9.4,%
NGA,Nigeria,AI Impact,Q21. Increase productivity: Unlikely,AI will increase productivity: Unlikely,12.2,%
PAK,Pakistan,AI Impact,Q21. Increase productivity: Unlikely,AI will increase productivity: Unlikely,14.3,%
RUS,Russian Federation,AI Impact,Q21. Increase productivity: Unlikely,AI will increase productivity: Unlikely,15.35,%
TUN,Tunisia,AI Impact,Q21. Increase productivity: Unlikely,AI will increase productivity: Unlikely,13.36,%
TUR,Türkiye,AI Impact,Q21. Increase productivity: Unlikely,AI will increase productivity: Unlikely,14.85,%
USA,United States of America,AI Impact,Q21. Increase productivity: Unlikely,AI will increase productivity: Unlikely,17.9,%
ZAF,South Africa,AI Impact,Q21. Increase productivity: Unlikely,AI will increase productivity: Unlikely,10.9,%
IND,India,AI Impact,Q21. Increase productivity: Neutral,AI will increase productivity: Neutral,19.12,%
JPN,Japan,AI Impact,Q21. Increase productivity: Neutral,AI will increase productivity: Neutral,18.47,%
KGZ,Kyrgyzstan,AI Impact,Q21. Increase productivity: Neutral,AI will increase productivity: Neutral,17.22,%
KOR,Republic of Korea,AI Impact,Q21. Increase productivity: Neutral,AI will increase productivity: Neutral,23.1,%
NGA,Nigeria,AI Impact,Q21. Increase productivity: Neutral,AI will increase productivity: Neutral,7.7,%
PAK,Pakistan,AI Impact,Q21. Increase productivity: Neutral,AI will increase productivity: Neutral,11.93,%
RUS,Russian Federation,AI Impact,Q21. Increase productivity: Neutral,AI will increase productivity: Neutral,13.98,%
TUN,Tunisia,AI Impact,Q21. Increase productivity: Neutral,AI will increase productivity: Neutral,7.79,%
TUR,Türkiye,AI Impact,Q21. Increase productivity: Neutral,AI will increase productivity: Neutral,20.9,%
USA,United States of America,AI Impact,Q21. Increase productivity: Neutral,AI will increase productivity: Neutral,32.15,%
ZAF,South Africa,AI Impact,Q21. Increase productivity: Neutral,AI will increase productivity: Neutral,18.82,%
IND,India,AI Impact,Q21. Increase productivity: Likely,AI will increase productivity: Likely,36.51,%
JPN,Japan,AI Impact,Q21. Increase productivity: Likely,AI will increase productivity: Likely,29.51,%
KGZ,Kyrgyzstan,AI Impact,Q21. Increase productivity: Likely,AI will increase productivity: Likely,42.33,%
KOR,Republic of Korea,AI Impact,Q21. Increase productivity: Likely,AI will increase productivity: Likely,45.52,%
NGA,Nigeria,AI Impact,Q21. Increase productivity: Likely,AI will increase productivity: Likely,32.64,%
PAK,Pakistan,AI Impact,Q21. Increase productivity: Likely,AI will increase productivity: Likely,44.3,%
RUS,Russian Federation,AI Impact,Q21. Increase productivity: Likely,AI will increase productivity: Likely,29.67,%
TUN,Tunisia,AI Impact,Q21. Increase productivity: Likely,AI will increase productivity: Likely,55.27,%
TUR,Türkiye,AI Impact,Q21. Increase productivity: Likely,AI will increase productivity: Likely,17.46,%
USA,United States of America,AI Impact,Q21. Increase productivity: Likely,AI will increase productivity: Likely,24.7,%
ZAF,South Africa,AI Impact,Q21. Increase productivity: Likely,AI will increase productivity: Likely,25.51,%
IND,India,AI Impact,Q21. Increase productivity: Very Likely,AI will increase productivity: Very Likely,27.8,%
JPN,Japan,AI Impact,Q21. Increase productivity: Very Likely,AI will increase productivity: Very Likely,13.51,%
KGZ,Kyrgyzstan,AI Impact,Q21. Increase productivity: Very Likely,AI will increase productivity: Very Likely,24.03,%
KOR,Republic of Korea,AI Impact,Q21. Increase productivity: Very Likely,AI will increase productivity: Very Likely,15.22,%
NGA,Nigeria,AI Impact,Q21. Increase productivity: Very Likely,AI will increase productivity: Very Likely,36.81,%
PAK,Pakistan,AI Impact,Q21. Increase productivity: Very Likely,AI will increase productivity: Very Likely,16.65,%
RUS,Russian Federation,AI Impact,Q21. Increase productivity: Very Likely,AI will increase productivity: Very Likely,19.32,%
TUN,Tunisia,AI Impact,Q21. Increase productivity: Very Likely,AI will increase productivity: Very Likely,18.01,%
TUR,Türkiye,AI Impact,Q21. Increase productivity: Very Likely,AI will increase productivity: Very Likely,19.42,%
USA,United States of America,AI Impact,Q21. Increase productivity: Very Likely,AI will increase productivity: Very Likely,7.27,%
ZAF,South Africa,AI Impact,Q21. Increase productivity: Very Likely,AI will increase productivity: Very Likely,30.15,%
IND,India,AI Impact,Q21. Find new jobs: Very Likely,AI will help find new jobs: Very Likely,20.31,%
JPN,Japan,AI Impact,Q21. Find new jobs: Very Likely,AI will help find new jobs: Very Likely,6.48,%
KGZ,Kyrgyzstan,AI Impact,Q21. Find new jobs: Very Likely,AI will help find new jobs: Very Likely,23.09,%
KOR,Republic of Korea,AI Impact,Q21. Find new jobs: Very Likely,AI will help find new jobs: Very Likely,14.84,%
NGA,Nigeria,AI Impact,Q21. Find new jobs: Very Likely,AI will help find new jobs: Very Likely,32.87,%
PAK,Pakistan,AI Impact,Q21. Find new jobs: Very Likely,AI will help find new jobs: Very Likely,13.43,%
RUS,Russian Federation,AI Impact,Q21. Find new jobs: Very Likely,AI will help find new jobs: Very Likely,14.26,%
TUN,Tunisia,AI Impact,Q21. Find new jobs: Very Likely,AI will help find new jobs: Very Likely,19.07,%
TUR,Türkiye,AI Impact,Q21. Find new jobs: Very Likely,AI will help find new jobs: Very Likely,20.41,%
USA,United States of America,AI Impact,Q21. Find new jobs: Very Likely,AI will help find new jobs: Very Likely,4.54,%
ZAF,South Africa,AI Impact,Q21. Find new jobs: Very Likely,AI will help find new jobs: Very Likely,21.32,%
IDN,Indonesia,AI Impact,Q21. Find new jobs: Likely,AI will help find new jobs: Likely,35.03,%
IND,India,AI Impact,Q21. Find new jobs: Likely,AI will help find new jobs: Likely,37.8,%
JPN,Japan,AI Impact,Q21. Find new jobs: Likely,AI will help find new jobs: Likely,31.88,%
KGZ,Kyrgyzstan,AI Impact,Q21. Find new jobs: Likely,AI will help find new jobs: Likely,46.38,%
KOR,Republic of Korea,AI Impact,Q21. Find new jobs: Likely,AI will help find new jobs: Likely,39.3,%
NGA,Nigeria,AI Impact,Q21. Find new jobs: Likely,AI will help find new jobs: Likely,29.41,%
PAK,Pakistan,AI Impact,Q21. Find new jobs: Likely,AI will help find new jobs: Likely,39.06,%
RUS,Russian Federation,AI Impact,Q21. Find new jobs: Likely,AI will help find new jobs: Likely,26.08,%
TUN,Tunisia,AI Impact,Q21. Find new jobs: Likely,AI will help find new jobs: Likely,59.69,%
TUR,Türkiye,AI Impact,Q21. Find new jobs: Likely,AI will help find new jobs: Likely,17.66,%
USA,United States of America,AI Impact,Q21. Find new jobs: Likely,AI will help find new jobs: Likely,22.57,%
ZAF,South Africa,AI Impact,Q21. Find new jobs: Likely,AI will help find new jobs: Likely,24.06,%
IDN,Indonesia,AI Impact,Q21. Find new jobs: Neutral,AI will help find new jobs: Neutral,39.85,%
IND,India,AI Impact,Q21. Find new jobs: Neutral,AI will help find new jobs: Neutral,23.25,%
JPN,Japan,AI Impact,Q21. Find new jobs: Neutral,AI will help find new jobs: Neutral,31.48,%
KGZ,Kyrgyzstan,AI Impact,Q21. Find new jobs: Neutral,AI will help find new jobs: Neutral,14.87,%
KOR,Republic of Korea,AI Impact,Q21. Find new jobs: Neutral,AI will help find new jobs: Neutral,27.99,%
NGA,Nigeria,AI Impact,Q21. Find new jobs: Neutral,AI will help find new jobs: Neutral,9.2,%
PAK,Pakistan,AI Impact,Q21. Find new jobs: Neutral,AI will help find new jobs: Neutral,10.28,%
RUS,Russian Federation,AI Impact,Q21. Find new jobs: Neutral,AI will help find new jobs: Neutral,14.54,%
